n,direct,var_direct,indirect,var_indirect
10000,0.361585665581935,2.2319396400975,0.0949071065900761,0.522494728379138
10000,0.364815809477495,2.35723050066503,0.0743372621289125,0.510549955348981
10000,0.375127634045472,2.31357568211936,0.076864247450499,0.487352391997881
10000,0.36407459219945,2.40590218547467,0.0714121864398536,0.529540436849341
10000,0.351037991557132,2.52875171200645,0.0903605958709616,0.608596910257967
10000,0.35656735670863,2.28754062087343,0.0806390034549441,0.528684091946026
10000,0.388391558917762,2.18338892807944,0.062410941567988903,0.401360078757021
10000,0.340794180398689,2.36694247988984,0.0885969458613446,0.485288513175916
10000,0.360193762026046,2.31839847520467,0.0779094825825278,0.514555298417
10000,0.389749666724034,2.51604845639294,0.0710632662107603,0.544528273890375
10000,0.362599039629356,2.42528124995933,0.0804198825613095,0.53935201177221
10000,0.375979289363902,2.31581989136033,0.0683411563363068,0.476033398998875
10000,0.350354010518471,2.43484709030245,0.0871306118352247,0.551810684677303
10000,0.382806695878972,2.26618112901737,0.0744989950417748,0.465905705174948
10000,0.352009117766553,2.31177642655191,0.0739626733151697,0.49106371366995
10000,0.358880669973048,2.43016375692414,0.0849816944119052,0.565906914715641
10000,0.36663533756693,2.35531356362901,0.0694718625443085,0.490859051421137
10000,0.369818288604057,2.36325352383493,0.0758488693621544,0.516955839328483
10000,0.387140348626133,2.33298665194132,0.0916640340327824,0.578706116438285
10000,0.347777163434848,2.23676692030991,0.0775798648184245,0.4640290177543
10000,0.354811012699288,2.35033091125092,0.0645130644003867,0.472595030644569
10000,0.375066953630112,2.27635038047541,0.0733696809751225,0.476716941079669
10000,0.349382542764014,2.55304927893645,0.0785762423500922,0.565735697374982
10000,0.401494034433632,2.26029245275796,0.0640277094105096,0.46800248732579
10000,0.378416239894975,2.32084493221321,0.0697371399320693,0.486190623560842
10000,0.361790441219998,2.33262909148953,0.0701634454843461,0.484997112935642
10000,0.387200293280105,2.5440207287579,0.0621284310320032,0.637837693686795
10000,0.386260624528167,2.28402722665876,0.0546435533539262,0.435855527929374
10000,0.385987869746794,2.39298116450342,0.0614156037471719,0.484086103727484
10000,0.396376319506435,2.15512667028352,0.0615375146482605,0.399208424722548
10000,0.371465336165283,2.28418633841308,0.0801124141307082,0.51304569904449
10000,0.341270734418222,2.67180558510918,0.0912970653167057,0.667149805848143
10000,0.371881963880513,2.34549549391841,0.0770470658637303,0.510774626209476
10000,0.380290657913048,2.36874136284001,0.0798145656194589,0.536565894151264
10000,0.356797868639219,2.45566604020784,0.0821197321147286,0.57746964031267
10000,0.353834310349104,2.38671741040516,0.0732972260884821,0.473522839637697
10000,0.392202189644432,2.37988882276524,0.0650840271024947,0.528018617302418
10000,0.358874088231929,2.18094051028854,0.0815108862903398,0.430579502204122
10000,0.364859184647958,2.53228524287555,0.0819225997122667,0.60772033648441
10000,0.368047974398346,2.36254776671861,0.0753723001527853,0.483933289859243
10000,0.37265755491465,2.25532446623686,0.0667813694191162,0.471881959988923
10000,0.366276861896089,2.4080871611432,0.0776883753317256,0.538010285816557
10000,0.38317150368433,2.23262965537592,0.0671151822105962,0.443995948201225
10000,0.358320360087953,2.37152221562442,0.0774993414209558,0.496148719699334
10000,0.382828093599553,2.37438464794846,0.0604757056762986,0.511930759301607
10000,0.392386798837286,2.25651741824164,0.0824179300996686,0.545278653315586
10000,0.352977871801919,2.3821297469017,0.08520025448794,0.555406548056376
10000,0.342037752808067,2.49723883323025,0.0862981733729176,0.600899886790344
10000,0.342333517101456,2.30139532283254,0.0880418167519211,0.504510785472026
10000,0.356637401772838,2.36501174596908,0.0709429652607064,0.512214505553658
10000,0.369310350553782,2.44238740190945,0.0665357147112271,0.560240052491203
10000,0.393063138225536,2.22784989238887,0.070229380164609,0.465459269897232
10000,0.357445042120119,2.29971209060133,0.0791078153166432,0.479054741456137
